individual_scores_id	overall_results_id	movement_id	Coefficient	Score	Points	Comment
7241200714	72	41200714	2	5	10	needs more stride
7241200715	72	41200715	1	7	7	NA
7241200716	72	41200716	1	7	7	supple
7241200717	72	41200717	1	7	7	clean
7241200718	72	41200718	2	7	14	balanced
7241200719	72	41200719	1	7	7	aggressive
7241200720	72	41200720	1	7	7	fluid
7241200721	72	41200721	1	7	7	clean
7241200722	72	41200722	1	7	7	aggressive
7241200723	72	41200723	1	7	7	NA
7241200724	72	41200724	2	7	14	clean
7241200725	72	41200725	2	7	14	clean
7241200726	72	41200726	1	7	7	fluid
7241200727	72	41200727	1	8	8	square
7350200901	73	50200901	1	6	6	shoulders left in halt
7350200902	73	50200902	1	6	6	pushing out behind
7350200903	73	50200903	1	6	6	tilting right too much angle
7350200904	73	50200904	1	7	7	NA
7350200905	73	50200905	2	6	12	haunches leading and falling to left
7350200906	73	50200906	1	6	6	needs more thrust and suspension
7350200907	73	50200907	1	6	6	could be more clear
7350200908	73	50200908	1	6	6	too much angle and needs bend
7350200909	73	50200909	1	7	7	NA
7350200910	73	50200910	2	6	12	haunches lagging
7350200911	73	50200911	1	7	7	NA
7350200912	73	50200912	1	6	6	lost balance at last step
7350200913	73	50200913	2	6	12	a bit stiff
7350200914	73	50200914	2	6	12	needs to reach downward and forward and more swing through topline
7350200915	73	50200915	1	7	7	NA
7350200916	73	50200916	1	5	5	haunches leading
7350200917	73	50200917	1	7	7	better alignment
7350200918	73	50200918	2	7	14	sitting well but braces
7350200919	73	50200919	1	6	6	could be more forward
7350200920	73	50200920	2	3	6	lost canter and trotting
7350200921	73	50200921	1	6	6	flat change
7350200922	73	50200922	1	7	7	NA
7350200923	73	50200923	1	6	6	could be beter centered
7350200924	73	50200924	1	6	6	energetic but coming on forehand
7350200925	73	50200925	1	7	7	NA
7350200926	73	50200926	1	6	6	halt not well balanced
7470200901	74	70200901	1	8	8	NA
7470200902	74	70200902	1	6	6	more engagement of hindquarter and ground cover
7470200903	74	70200903	2	6	12	more collection haunches lead last 2
7470200904	74	70200904	1	7	7	NA
7470200905	74	70200905	1	6	6	hollow
7470200906	74	70200906	1	6	6	more engagement  
7470200907	74	70200907	1	7	7	more roundness over topline
7470200908	74	70200908	1	6	6	NA
7470200909	74	70200909	1	6	6	more active
7470200910	74	70200910	1	4	4	stopped 
7470200911	74	70200911	1	6	6	rounder
7470200912	74	70200912	2	6	12	active and more ground cover
7470200913	74	70200913	1	6	6	some tension in beginning
7470200914	74	70200914	1	7	7	NA
7470200915	74	70200915	1	7	7	NA
7470200916	74	70200916	1	7	7	more bend
7470200917	74	70200917	2	5	10	together behind one stride lost balance at end
7470200918	74	70200918	1	4	4	more uphill and ground cover switched leads over centerline
7470200919	74	70200919	1	6	6	NA
7470200920	74	70200920	1	6	6	more uphill balance and bend
7470200921	74	70200921	2	6	12	more lateral flexion and jump behind
7470200922	74	70200922	1	6	6	more suppleness and jump
7470200923	74	70200923	1	5	5	obedient needs expression
7470200924	74	70200924	1	6	6	not quite level in front
7470200925	74	70200925	1	6	6	good at C fades at K
7470200926	74	70200926	1	7	7	straight good lift
7470200927	74	70200927	1	7	7	NA
7580200901	75	80200901	1	7	7	fairly straight  
7580200902	75	80200902	1	5	5	cover more ground
7580200903	75	80200903	2	6	12	fairly even
7580200904	75	80200904	2	6	12	haunches trail tongue out
7580200905	75	80200905	1	4	4	lateral steps back
7580200906	75	80200906	1	5	5	strides need to be longer more air time
7580200907	75	80200907	1	6	6	trot like
7580200908	75	80200908	1	5	5	steps to be more defined creeping
7580200909	75	80200909	1	5	5	stepping in and out
7580200910	75	80200910	1	6	6	needs more power
7580200911	75	80200911	2	5	10	reins loose needs overstep
7580200912	75	80200912	2	6	12	needs more carriage
7580200913	75	80200913	1	5	5	irregular to start
7580200914	75	80200914	1	5	5	trot like
7580200915	75	80200915	1	5	5	creeping unclear
7580200916	75	80200916	1	5	5	NA
7580200917	75	80200917	1	6	6	better
7580200918	75	80200918	1	6	6	NA
7580200919	75	80200919	1	6	6	good count swinging
7580200920	75	80200920	1	6	6	needs to cover ground with uphill balance
7580200921	75	80200921	1	6	6	needs collection 
7580200922	75	80200922	2	5	10	not evenly sideways doesn't end on centerline
7580200923	75	80200923	2	5	10	one mistake and needs balance and freedom
7580200924	75	80200924	2	6	12	a little large needs to be centered
7580200925	75	80200925	1	6	6	haunches not straight
7580200926	75	80200926	2	5	10	very large
7580200927	75	80200927	1	5	5	on forehand
7580200928	75	80200928	1	4	4	unclear difference and irregular
7580200929	75	80200929	1	6	6	needs more push fairly straight
7580200930	75	80200930	1	5	5	not enough steps needs difference
7580200931	75	80200931	1	5	5	unclear
7580200932	75	80200932	1	5	5	low needs cadence
7580200933	75	80200933	1	5	5	unbalanced square
7641201101	76	41201101	1	7	7	prompt and balanced halt
7641201102	76	41201102	2	5	10	collected strides unclear
7641201103	76	41201103	1	6	6	bending to be more supple
7641201104	76	41201104	1	6	6	bending to be more supple
7641201105	76	41201105	1	7	7	fairly steady and bent
7641201106	76	41201106	1	6.5	6.5	maintain more uphill balance
7641201107	76	41201107	1	6	6	NA
7641201108	76	41201108	1	6	6	bend fading at end
7641201109	76	41201109	1	7	7	slight brace in topline
7641201110	76	41201110	1	7	7	steady bend
7641201111	76	41201111	1	5	5	clear lateral strides
7641201112	76	41201112	2	7	14	clear rhythm and stretch
7641201113	76	41201113	1	6	6	balance unsteady
7641201114	76	41201114	1	7	7	better
7641201115	76	41201115	11	7	77	straight and prompt
7641201116	76	41201116	1	7	7	steady bend and balance
7641201117	76	41201117	1	4.5	4.5	kicking at leg
7641201118	76	41201118	1	6	6	needs more groundcover
7641201119	76	41201119	1	3	3	shoulders more in front then changes
7641201120	76	41201120	1	7	7	NA
7641201121	76	41201121	2	7	14	clear collected strides
7641201122	76	41201122	1	7	7	steay energy and strides
7641201123	76	41201123	1	7	7	NA
7641201124	76	41201124	1	6	6	halt to be straighter
7742201101	77	42201101	1	8	8	NA
7742201102	77	42201102	1	6	6	needs more self carriage
7742201103	77	42201103	1	7	7	NA
7742201104	77	42201104	2	6	12	keep the bend in the neck
7742201105	77	42201105	2	6.5	13	more crossing
7742201106	77	42201106	1	7	7	NA
7742201107	77	42201107	1	6.5	6.5	more pushing
7742201108	77	42201108	2	7	14	abrupt at A
7742201109	77	42201109	1	7	7	keep the uphill
7742201110	77	42201110	1	6.5	6.5	inattentive beginning then okay
7742201111	77	42201111	1	7	7	NA
7742201112	77	42201112	1	7	7	NA
7742201113	77	42201113	1	6	6	conservative
7742201114	77	42201114	2	5	10	lost balance and lead one stride
7742201115	77	42201115	1	6.5	6.5	more balance
7742201116	77	42201116	1	6	6	faded early
7742201117	77	42201117	1	6	6	be clearer
7742201118	77	42201118	2	6	12	keep bend in body
7742201119	77	42201119	1	7	7	NA
7742201120	77	42201120	1	8	8	organized
7742201121	77	42201121	1	7	7	NA
7742201122	77	42201122	1	6	6	behind leg after X
7742201123	77	42201123	1	6	6	not clear
7742201124	77	42201124	1	6.5	6.5	overflex at turn be straighter at G
7842201101	78	42201101	1	5	5	switches leads
7842201102	78	42201102	1	6.5	6.5	more positioning activity
7842201103	78	42201103	1	6.5	6.5	more power reach
7842201104	78	42201104	2	7	14	more supple 
7842201105	78	42201105	2	4	8	loss rhythm connection
7842201106	78	42201106	1	7	7	more cadence suppleness
7842201107	78	42201107	1	6.5	6.5	gain ground
7842201108	78	42201108	2	7	14	add reach
7842201109	78	42201109	1	7	7	more balance
7842201110	78	42201110	1	7.5	7.5	more activity
7842201111	78	42201111	1	7	7	shoulders more up
7842201112	78	42201112	1	7	7	add lift
7842201113	78	42201113	1	6	6	rather conservative
7842201114	78	42201114	2	5	10	lost connection and engagement
7842201115	78	42201115	1	6	6	placement early
7842201116	78	42201116	1	7	7	better but go more
7842201117	78	42201117	1	7	7	show greater range
7842201118	78	42201118	2	6	12	sits well, hollows
7842201119	78	42201119	1	6.5	6.5	croup high
7842201120	78	42201120	1	7	7	more engagement
7842201121	78	42201121	1	5.5	5.5	nearly stop
7842201122	78	42201122	1	6.5	6.5	add power reach
7842201123	78	42201123	1	6.5	6.5	clarity range
7842201124	78	42201124	1	6.5	6.5	quarters right
7950200901	79	50200901	1	7	7	straight entry with balanced halt
7950200902	79	50200902	1	5.5	5.5	needs more from behind and freedom in shoulder
7950200903	79	50200903	1	6.5	6.5	bit on forehand
7950200904	79	50200904	1	6.5	6.5	NA
7950200905	79	50200905	2	7	14	nicely ridden
7950200906	79	50200906	1	6	6	needs tos how much more expression at this level
7950200907	79	50200907	1	6	6	NA
7950200908	79	50200908	1	7	7	NA
7950200909	79	50200909	1	7	7	NA
7950200910	79	50200910	2	7	14	NA
7950200911	79	50200911	1	7	7	bit on forehand
7950200912	79	50200912	1	8	8	NA
7950200913	79	50200913	2	6	12	poll could be higher
7950200914	79	50200914	2	6.5	13	could show more overstep on second half
7950200915	79	50200915	1	7.5	7.5	NA
7950200916	79	50200916	1	7	7	NA
7950200917	79	50200917	1	7	7	NA
7950200918	79	50200918	2	6.5	13	could have better softening
7950200919	79	50200919	1	7	7	NA
7950200920	79	50200920	2	6	12	slight loss of rhythm
7950200921	79	50200921	1	6.5	6.5	too active behind
7950200922	79	50200922	1	7	7	bit too active with right hind leg
7950200923	79	50200923	1	5	5	one mistake
7950200924	79	50200924	1	5.5	5.5	conservative
7950200925	79	50200925	1	7	7	NA
7950200926	79	50200926	1	6	6	trotted into halt
8050200901	80	50200901	1	7	7	needs prompter transition to halt and after
8050200902	80	50200902	1	7.5	7.5	steady gains ground uphill balance at short end
8050200903	80	50200903	1	7	7	maintained
8050200904	80	50200904	1	7	7	steady
8050200905	80	50200905	2	7	14	needs better positioning quarters trail a bit
8050200906	80	50200906	1	6.5	6.5	needs more uphill thrust
8050200907	80	50200907	1	6	6	vague
8050200908	80	50200908	1	7	7	slight drift but active
8050200909	80	50200909	1	6.5	6.5	bit large
8050200910	80	50200910	2	7	14	fluid sideways and needs better bend and positioning
8050200911	80	50200911	1	7	7	small but needs more fluid turning
8050200912	80	50200912	1	7.5	7.5	better
8050200913	80	50200913	2	6.5	13	rhythm slightly disrupted
8050200914	80	50200914	2	7	14	regular and stretches
8050200915	80	50200915	1	7.5	7.5	uphill short end
8050200916	80	50200916	1	7	7	needs better bend
8050200917	80	50200917	1	6.5	6.5	kicks up behind in change
8050200918	80	50200918	2	6.5	13	needs better prep but maintains
8050200919	80	50200919	1	7	7	fair expression
8050200920	80	50200920	2	6	12	brief shy needs better balance
8050200921	80	50200921	1	6.5	6.5	kicks up left hind
8050200922	80	50200922	1	6	6	one miscount swaying
8050200923	80	50200923	1	5.5	5.5	kicking at right leg and one miscount
8050200924	80	50200924	1	6	6	bit croup high needs uphill balance
8050200925	80	50200925	1	6	6	needs collection before change
8050200926	80	50200926	1	7	7	almost square
8150200901	81	50200901	1	5.5	5.5	shifty
8150200902	81	50200902	1	6	6	tight in back needs more suspension
8150200903	81	50200903	1	7.5	7.5	steady bend and angle
8150200904	81	50200904	1	7.5	7.5	nicely ridden
8150200905	81	50200905	2	7	14	could be more parallel
8150200906	81	50200906	1	6	6	hurried needs more suspension
8150200907	81	50200907	1	6	6	needs clearer transitions
8150200908	81	50200908	1	6	6	tilting left ear up
8150200909	81	50200909	1	7	7	nice bend and energy slightly braced
8150200910	81	50200910	2	7	14	fairly fluid and needs bend
8150200911	81	50200911	1	7	7	well stepped
8150200912	81	50200912	1	8	8	better
8150200913	81	50200913	2	6	12	could have more activity
8150200914	81	50200914	2	7	14	nicely active needs more overstep
8150200915	81	50200915	1	6.5	6.5	nice jump in canter needs quieter connection
8150200916	81	50200916	1	7	7	fair fluid
8150200917	81	50200917	1	6.5	6.5	lacks bend
8150200918	81	50200918	2	6.5	13	needs to sit more
8150200919	81	50200919	1	4.5	4.5	through trot
8150200920	81	50200920	2	4.5	9	tried to rear
8150200921	81	50200921	1	4.5	4.5	kicked at left leg
8150200922	81	50200922	1	3.5	3.5	kicked at right leg every time
8150200923	81	50200923	1	3.5	3.5	2 kicks at right leg and trotted
8150200924	81	50200924	1	6	6	more up and down than ground cover
8150200925	81	50200925	1	4	4	kicked at leg
8150200926	81	50200926	1	6.5	6.5	haunches right at halt
8260201401	82	60201401	1	5	5	flying changes before halt balanced
8260201402	82	60201402	1	6	6	more thrust and reach
8260201403	82	60201403	1	7.5	7.5	() angle
8260201404	82	60201404	1	6.5	6.5	some loss of energy
8260201405	82	60201405	2	6.5	13	could be more to outside rein
8260201406	82	60201406	1	7	7	NA
8260201407	82	60201407	2	6	12	more bend
8260201408	82	60201408	1	6	6	falling in with head tilt
8260201409	82	60201409	1	6.5	6.5	varying angle
8260201410	82	60201410	1	6.5	6.5	needs more reach a few uneven steps
8260201411	82	60201411	2	6	12	rhythm could be clearer
8260201412	82	60201412	2	7	14	NA
8260201413	82	60201413	1	6	6	fairly crooked
8260201414	82	60201414	2	7	14	could be more supple but clearly moving off of leg
8260201415	82	60201415	1	6	6	conservative
8260201416	82	60201416	1	6.5	6.5	crooked
8260201417	82	60201417	1	7	7	not quite straight
8260201418	82	60201418	2	6.5	13	labored second half
8260201419	82	60201419	1	7	7	NA
8260201420	82	60201420	2	4	8	not well prepared lead problem
8260201421	82	60201421	1	6	6	crooked
8260201422	82	60201422	1	6	6	one mistake
8260201423	82	60201423	1	6.5	6.5	could have more thrust
8260201424	82	60201424	1	6	6	slow developing
8260201425	82	60201425	1	8	8	NA
8370201401	83	70201401	1	6.5	6.5	could be straighter
8370201402	83	70201402	1	6.5	6.5	stride could be more elastic
8370201403	83	70201403	2	6	12	needs more right bend angle could be clearer
8370201404	83	70201404	1	6.5	6.5	NA
8370201405	83	70201405	1	6	6	NA
8370201406	83	70201406	1	4	4	stopping
8370201407	83	70201407	1	6	6	more fluidity
8370201408	83	70201408	1	6	6	NA
8370201409	83	70201409	1	5	5	losing diagonal steps
8370201410	83	70201410	1	6	6	NA
8370201411	83	70201411	1	6.5	6.5	needs more lift
8370201412	83	70201412	2	6	12	cover more ground
8370201413	83	70201413	1	7	7	regular  
8370201414	83	70201414	1	7.5	7.5	NA
8370201415	83	70201415	1	6	6	modest
8370201416	83	70201416	1	7	7	NA
8370201417	83	70201417	2	5	10	together behind  
8370201418	83	70201418	1	6	6	croup high modest
8370201419	83	70201419	1	7	7	NA
8370201420	83	70201420	1	6	6	needs more collection and bend not to centerline
8370201421	83	70201421	2	5	10	losing slight rhythm at the end
8370201422	83	70201422	1	6.5	6.5	needs ot stay round clean
8370201423	83	70201423	1	3	3	interruption
8370201424	83	70201424	1	6	6	needs more suspension and ground cover
8370201425	83	70201425	1	6.5	6.5	NA
8370201426	83	70201426	1	7	7	NA
8370201427	83	70201427	1	6.5	6.5	not quite square abrupt
8480201401	84	80201401	1	6.5	6.5	more balance into halt
8480201402	84	80201402	1	6.5	6.5	more thrust and power
8480201403	84	80201403	2	6	12	lose bend
8480201404	84	80201404	2	6	12	lose bend
8480201405	84	80201405	1	7	7	NA
8480201406	84	80201406	1	6.5	6.5	more cadence  
8480201407	84	80201407	1	6.5	6.5	more even loading
8480201408	84	80201408	1	6	6	need more steps
8480201409	84	80201409	1	5.5	5.5	progressive
8480201410	84	80201410	1	6.5	6.5	more engagement
8480201411	84	80201411	2	6	12	lost rhythm in beginning
8480201412	84	80201412	2	6.5	13	more march
8480201413	84	80201413	1	6	6	more even loading
8480201414	84	80201414	1	6	6	more even loading
8480201415	84	80201415	1	5	5	not enough steps
8480201416	84	80201416	1	5.5	5.5	progressive
8480201417	84	80201417	1	6.5	6.5	NA
8480201418	84	80201418	1	7	7	NA
8480201419	84	80201419	1	7	7	NA
8480201420	84	80201420	1	6.5	6.5	more to the leg
8480201421	84	80201421	1	6.5	6.5	more engagement
8480201422	84	80201422	2	6	12	more balance
8480201423	84	80201423	2	5.5	11	fair attempt counting mistakes
8480201424	84	80201424	2	6	12	more preparing
8480201425	84	80201425	1	6	6	NA
8480201426	84	80201426	2	5.5	11	together behind twice
8480201427	84	80201427	1	6.5	6.5	transition from hand
8480201428	84	80201428	1	6	6	more power length
8480201429	84	80201429	1	6.5	6.5	more lift
8480201430	84	80201430	2	6	12	more lift
8480201431	84	80201431	1	5.5	5.5	progressive
8480201432	84	80201432	1	6.5	6.5	more balance
8480201433	84	80201433	1	6.5	6.5	needs to be straighter
8580201401	85	80201401	1	8	8	straight
8580201402	85	80201402	1	6	6	too quick
8580201403	85	80201403	2	6	12	haunches trail needs bend
8580201404	85	80201404	2	5.5	11	haunches trail  
8580201405	85	80201405	1	8	8	smooth
8580201406	85	80201406	1	6	6	needs energy and ground cover
8580201407	85	80201407	1	6.5	6.5	littel unsteady
8580201408	85	80201408	1	7	7	good steps
8580201409	85	80201409	1	6	6	abrupt  
8580201410	85	80201410	1	7	7	better engagement now
8580201411	85	80201411	2	7	14	NA
8580201412	85	80201412	2	7	14	good rhythm could have more ()
8580201413	85	80201413	1	7	7	direct
8580201414	85	80201414	1	6	6	not always even behind
8580201415	85	80201415	1	5	5	irregular
8580201416	85	80201416	1	6	6	NA
8580201417	85	80201417	1	7	7	better regularity
8580201418	85	80201418	1	7	7	NA
8580201419	85	80201419	1	6	6	one mistake in count good changes
8580201420	85	80201420	1	6.5	6.5	cover more ground
8580201421	85	80201421	1	7	7	NA
8580201422	85	80201422	2	8	16	nicely done
8580201423	85	80201423	2	4	8	mistakes some resistence not enough changes
8580201424	85	80201424	2	6	12	needs to be more active and not so large
8580201425	85	80201425	1	7	7	slight drift  
8580201426	85	80201426	2	7	14	bit large but sits well
8580201427	85	80201427	1	7	7	NA
8580201428	85	80201428	1	6	6	cover more ground
8580201429	85	80201429	1	7	7	NA
8580201430	85	80201430	2	6	12	stay more active
8580201431	85	80201431	1	6	6	abrupt downward
8580201432	85	80201432	1	7	7	NA
8580201433	85	80201433	1	8	8	NA
8602201501	86	02201501	1	9	9	prompt and square prompt move off
8602201502	86	02201502	1	7	7	well ridden slight bobble in beginning
8602201503	86	02201503	1	8.5	8.5	steady with nice activity
8602201504	86	02201504	1	6	6	some loss of connection
8602201505	86	02201505	2	6.5	13	some resistance
8602201506	86	02201506	1	8	8	straight and swinging
8602201507	86	02201507	1	8.5	8.5	prompt change of frame both sides
8602201508	86	02201508	1	8.5	8.5	sits nicely into medium clear rhythm
8602201509	86	02201509	2	7.5	15	stepping a bit wide right hind some loss of roundness
8602201510	86	02201510	1	6	6	not quite through neck
8602201511	86	02201511	1	8.5	8.5	nice bend and connection
8602201512	86	02201512	1	8	8	a little heavy right shoulder after X
8602201513	86	02201513	1	6	6	not quite through right bend
8602201514	86	02201514	2	5	10	too much resistance
8602201515	86	02201515	1	8	8	nice swing and straight
8602201516	86	02201516	1	7	7	a little backing off shoulders a little right on trot
8703201501	87	03201501	1	8.5	8.5	prompt in and out straight both reins
8703201502	87	03201502	1	8	8	steady and active nice position
8703201503	87	03201503	1	7	7	some loss of stretch
8703201504	87	03201504	1	7.5	7.5	nice jump tail a little active spurs?
8703201505	87	03201505	1	7.5	7.5	straight
8703201506	87	03201506	1	8.5	8.5	nice uphill appearance in medium
8703201507	87	03201507	2	7.5	15	some inattention before H nice medium and free
8703201508	87	03201508	1	7	7	a little more through neck in transition a little low
8703201509	87	03201509	1	6	6	lost connection too constrained
8703201510	87	03201510	1	8.5	8.5	nice jump and balance
8703201511	87	03201511	1	7	7	trot nice balance
8703201512	87	03201512	2	6.5	13	keep more right position
8703201513	87	03201513	1	6.5	6.5	needs better right bend in corner still leaning right in halt
8802201501	88	02201501	1	7	7	NA
8802201502	88	02201502	1	7.5	7.5	allow neck out but quite steady
8802201503	88	02201503	1	8	8	steady add energy
8802201504	88	02201504	1	7	7	NA
8802201505	88	02201505	2	7.5	15	NA
8802201506	88	02201506	1	7.5	7.5	NA
8802201507	88	02201507	1	6.5	6.5	keep push from hind legs over back into contact
8802201508	88	02201508	1	6.5	6.5	need energy for medium 
8802201509	88	02201509	2	6	12	more energy
8802201510	88	02201510	1	7	7	quiet
8802201511	88	02201511	1	7.5	7.5	steady add energy
8802201512	88	02201512	1	8	8	steady
8802201513	88	02201513	1	7.5	7.5	NA
8802201514	88	02201514	2	6.5	13	spur?
8802201515	88	02201515	1	7.5	7.5	NA
8802201516	88	02201516	1	7	7	very straight
8903201501	89	03201501	1		0	
8903201502	89	03201502	1		0	
8903201503	89	03201503	1		0	
8903201504	89	03201504	1		0	
8903201505	89	03201505	1		0	
8903201506	89	03201506	1		0	
8903201507	89	03201507	2		0	
8903201508	89	03201508	1		0	
8903201509	89	03201509	1		0	
8903201510	89	03201510	1		0	
8903201511	89	03201511	1		0	
8903201512	89	03201512	2		0	
8903201513	89	03201513	1		0	
9002201501	90	02201501	1	7	7	straight and square
9002201502	90	02201502	1	7.5	7.5	well shaped steady and rhythmic
9002201503	90	02201503	1	7.5	7.5	NA
9002201504	90	02201504	1	7	7	little bracey but prompt
9002201505	90	02201505	2	6.5	13	follow with hands need more stretch over topline
9002201506	90	02201506	1	7	7	better balance
9002201507	90	02201507	1	7	7	momentary loss of focus quick to correct
9002201508	90	02201508	1	7	7	NA
9002201509	90	02201509	2	8	16	elastic well stretched
9002201510	90	02201510	1	7	7	NA
9002201511	90	02201511	1	7.5	7.5	elastic and well shaped
9002201512	90	02201512	1	7.5	7.5	NA
9002201513	90	02201513	1	7	7	use your corner
9002201514	90	02201514	2	5	10	momentary break of gait quick to correct
9002201515	90	02201515	1	6	6	slight loss of balance to transition
9002201516	90	02201516	1	6.5	6.5	haunches step left and wide but square straight on centerline
9103201501	91	03201501	1	7	7	NA
9103201502	91	03201502	1	7.5	7.5	NA
9103201503	91	03201503	1	7	7	more through in depart
9103201504	91	03201504	1	4	4	a little resistant to turn and after kicks out loss balance
9103201505	91	03201505	1	7	7	NA
9103201506	91	03201506	1	6.5	6.5	slight loss of forward
9103201507	91	03201507	2	6.5	13	show more reach and longer steps
9103201508	91	03201508	1	7	7	NA
9103201509	91	03201509	1	6.5	6.5	up into canter
9103201510	91	03201510	1	6.5	6.5	follow with hands lacking off aids a little
9103201511	91	03201511	1	6.5	6.5	NA
9103201512	91	03201512	2	7	14	nose to reach more forward better second half
9103201513	91	03201513	1	6.5	6.5	haunches left in halt
9202201501	92	02201501	1	7	7	straight slightly distracted in halt
9202201502	92	02201502	1	7.5	7.5	NA
9202201503	92	02201503	1	8	8	steady straight
9202201504	92	02201504	1	7	7	NA
9202201505	92	02201505	2	6.5	13	some tension
9202201506	92	02201506	1	7	7	fairly balanced
9202201507	92	02201507	1	6.5	6.5	nose forward
9202201508	92	02201508	1	6.5	6.5	needs march
9202201509	92	02201509	2	6.5	13	needs stretch march and cover more ground
9202201510	92	02201510	1	7.6	7.6	nose forward
9202201511	92	02201511	1	8	8	NA
9202201512	92	02201512	1	7	7	slight loss of rhythm
9202201513	92	02201513	1	7.5	7.5	NA
9202201514	92	02201514	2	7.5	15	NA
9202201515	92	02201515	1	7.5	7.5	NA
9202201516	92	02201516	1	8	8	straight balanced halt
9303201501	93	03201501	1	6.5	6.5	slightly off centerline to left but straight
9303201502	93	03201502	1	7	7	shows bend clearly
9303201503	93	03201503	1	7	7	NA
9303201504	93	03201504	1	6	6	hollow back slightly right
9303201505	93	03201505	1	6.5	6.5	straight loss of balance
9303201506	93	03201506	1	6.5	6.5	smooth downward
9303201507	93	03201507	2	6.5	13	needs more stretch and march covering ground
9303201508	93	03201508	1	7	7	shows bend  
9303201509	93	03201509	1	5	5	kicks at leg
9303201510	93	03201510	1	6.5	6.5	some tension in back
9303201511	93	03201511	1	7	7	fairly balanced
9303201512	93	03201512	2	6.5	13	nose forward more from behind
9303201513	93	03201513	1	7	7	straight
9402201501	94	02201501	1	7.5	7.5	straight entry and halt
9402201502	94	02201502	1	7	7	accurate size cover more ground for 8
9402201503	94	02201503	1	7	7	quite steady
9402201504	94	02201504	1	6	6	obedient through topline in depart then humping back
9402201505	94	02201505	2	7	14	NA
9402201506	94	02201506	1	6	6	broke early
9402201507	94	02201507	1	6.5	6.5	needs more nose forward and down
9402201508	94	02201508	1	6	6	losing energy into walk needs overstep in medium
9402201509	94	02201509	2	7	14	stretching showing some more over stride
9402201510	94	02201510	1	7	7	obedient  
9402201511	94	02201511	1	7	7	NA
9402201512	94	02201512	1	7	7	NA
9402201513	94	02201513	1	8	8	quiet balanced and calm
9402201514	94	02201514	2	5	10	humping, jumping
9402201515	94	02201515	1	7	7	straight
9402201516	94	02201516	1	7	7	shoulder slightly right
9511201501	95	11201501	1	7	7	straight entry and halt be prompt pushing off
9511201502	95	11201502	1	7	7	NA
9511201503	95	11201503	1	7	7	needs push to become steady in head
9511201504	95	11201504	2	6	12	curls nose should go forward
9511201505	95	11201505	1	6.5	6.5	hocks trail needs to step up
9511201506	95	11201506	1	6	6	against rein needs your seat to help with step through
9511201507	95	11201507	2	6	12	rhythm clear but needs to reach for bit
9511201508	95	11201508	2	5	10	playful not called for
9511201509	95	11201509	1	6.5	6.5	NA
9511201510	95	11201510	1	6	6	tight through back resistant
9511201511	95	11201511	1	5.5	5.5	not enough push and throughness
9511201512	95	11201512	1	7	7	obedient
9511201513	95	11201513	1	6.5	6.5	needs more ground cover and lengthen frame
9511201514	95	11201514	1	6	6	tightens back
9511201515	95	11201515	1	5	5	throws head
9511201516	95	11201516	1	6	6	some lengthening
9511201517	95	11201517	1	6.5	6.5	smooth to centerline fairly straight stay on bit
9602201501	96	02201501	1	6.5	6.5	good recovery :) straight halt and move off
9602201502	96	02201502	1	6.5	6.5	active but stiff to contact
9602201503	96	02201503	1	7	7	neck should reach more forward
9602201504	96	02201504	1	7.5	7.5	very balanced
9602201505	96	02201505	2	7.5	15	good call he responded
9602201506	96	02201506	1	7	7	NA
9602201507	96	02201507	1	8	8	stretch is clear trot quality improves
9602201508	96	02201508	1	7	7	modest overstep needs to soften through walk
9602201509	96	02201509	2	7	14	don't loose contact if you want stretch
9602201510	96	02201510	1	5	5	disruption
9602201511	96	02201511	1	6.5	6.5	needs ground cover
9602201512	96	02201512	1	7	7	elastic and accepting of contact
9602201513	96	02201513	1	7	7	NA
9602201514	96	02201514	2	7.5	15	good riding
9602201515	96	02201515	1	7.5	7.5	NA
9602201516	96	02201516	1	7.5	7.5	NA
9711201501	97	11201501	1	5	5	not quite straight in halt
9711201502	97	11201502	1	7	7	fluid bend
9711201503	97	11201503	1	8	8	well connected and balanced
9711201504	97	11201504	2	7.5	15	stretches well through topline
9711201505	97	11201505	1	6	6	unsteady beginning
9711201506	97	11201506	1	6.5	6.5	slightly abrupt transition
9711201507	97	11201507	2	7	14	stretches well through topline
9711201508	97	11201508	2	7	14	slight tension in depart
9711201509	97	11201509	1	7	7	NA
9711201510	97	11201510	1	6.5	6.5	restricted on circle
9711201511	97	11201511	1	7	7	slightly late
9711201512	97	11201512	1	7	7	NA
9711201513	97	11201513	1	7	7	covers ground well
9711201514	97	11201514	1	7	7	circle gets small
9711201515	97	11201515	1	6	6	slight restriction
9711201516	97	11201516	1	7	7	energetic steps
9711201517	97	11201517	1	6	6	haunches swing out
9811201501	98	11201501	1	7	7	steady into halt slight tension but rides forward out
9811201502	98	11201502	1	7	7	nicely balanced
9811201503	98	11201503	1	7	7	very steady 
9811201504	98	11201504	2	7.5	15	clear stretch could be better maintained
9811201505	98	11201505	1	6.5	6.5	cover ground
9811201506	98	11201506	1	7	7	smooth transition 
9811201507	98	11201507	2	7	14	keep active encourage more reach
9811201508	98	11201508	2	6.5	13	willing transition
9811201509	98	11201509	1	7	7	good try
9811201510	98	11201510	1	7	7	tension creeping in
9811201511	98	11201511	1	7	7	could prepare more
9811201512	98	11201512	1	7	7	slightly hurried
9811201513	98	11201513	1	7	7	active steps
9811201514	98	11201514	1	7	7	better balance this side
